((NUW-APP))               N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N048.47.38.377 W122.31.39.393 N048.47.33.698 W122.31.38.694 RVM
                          N048.47.33.698 W122.31.38.694 N048.47.29.019 W122.31.39.394 RVM
                          N048.47.29.019 W122.31.39.394 N048.47.24.520 W122.31.41.467 RVM
                          N048.47.24.520 W122.31.41.467 N048.47.20.374 W122.31.44.832 RVM
                          N048.47.20.374 W122.31.44.832 N048.47.16.740 W122.31.49.359 RVM
                          N048.47.16.740 W122.31.49.359 N048.47.13.758 W122.31.54.876 RVM
                          N048.47.13.758 W122.31.54.876 N048.47.11.542 W122.32.01.170 RVM
                          N048.47.11.542 W122.32.01.170 N048.47.10.177 W122.32.07.998 RVM
                          N048.47.10.177 W122.32.07.998 N048.47.09.716 W122.32.15.100 RVM
                          N048.47.09.716 W122.32.15.100 N048.47.10.177 W122.32.22.202 RVM
                          N048.47.10.177 W122.32.22.202 N048.47.11.542 W122.32.29.030 RVM
                          N048.47.11.542 W122.32.29.030 N048.47.13.758 W122.32.35.324 RVM
                          N048.47.13.758 W122.32.35.324 N048.47.16.740 W122.32.40.841 RVM
                          N048.47.16.740 W122.32.40.841 N048.47.20.374 W122.32.45.368 RVM
                          N048.47.20.374 W122.32.45.368 N048.47.24.520 W122.32.48.733 RVM
                          N048.47.24.520 W122.32.48.733 N048.47.29.019 W122.32.50.806 RVM
                          N048.47.29.019 W122.32.50.806 N048.47.33.698 W122.32.51.506 RVM
                          N048.47.33.698 W122.32.51.506 N048.47.38.377 W122.32.50.807 RVM
                          N048.47.38.377 W122.32.50.807 N048.47.42.877 W122.32.48.737 RVM
                          N048.47.42.877 W122.32.48.737 N048.47.47.024 W122.32.45.373 RVM
                          N048.47.47.024 W122.32.45.373 N048.47.50.658 W122.32.40.845 RVM
                          N048.47.50.658 W122.32.40.845 N048.47.53.641 W122.32.35.328 RVM
                          N048.47.53.641 W122.32.35.328 N048.47.55.858 W122.32.29.034 RVM
                          N048.47.55.858 W122.32.29.034 N048.47.57.223 W122.32.22.203 RVM
                          N048.47.57.223 W122.32.22.203 N048.47.57.684 W122.32.15.100 RVM
                          N048.47.57.684 W122.32.15.100 N048.48.09.676 W122.32.15.100 RVM
                          N048.47.33.698 W122.31.38.694 N048.47.33.696 W122.31.20.491 RVM
                          N048.47.09.716 W122.32.15.100 N048.46.57.724 W122.32.15.100 RVM
                          N048.47.33.698 W122.32.51.506 N048.47.33.696 W122.33.09.709 RVM
    ; KRNT
                          N047.29.59.284 W122.12.56.700 N047.29.58.823 W122.12.49.774 RVM
                          N047.29.58.823 W122.12.49.774 N047.29.57.458 W122.12.43.115 RVM
                          N047.29.57.458 W122.12.43.115 N047.29.55.241 W122.12.36.977 RVM
                          N047.29.55.241 W122.12.36.977 N047.29.52.258 W122.12.31.598 RVM
                          N047.29.52.258 W122.12.31.598 N047.29.48.624 W122.12.27.184 RVM
                          N047.29.48.624 W122.12.27.184 N047.29.44.477 W122.12.23.904 RVM
                          N047.29.44.477 W122.12.23.904 N047.29.39.978 W122.12.21.885 RVM
                          N047.29.39.978 W122.12.21.885 N047.29.35.298 W122.12.21.204 RVM
                          N047.29.35.298 W122.12.21.204 N047.29.30.620 W122.12.21.887 RVM
                          N047.29.30.620 W122.12.21.887 N047.29.26.121 W122.12.23.908 RVM
                          N047.29.26.121 W122.12.23.908 N047.29.21.974 W122.12.27.188 RVM
                          N047.29.21.974 W122.12.27.188 N047.29.18.340 W122.12.31.603 RVM
                          N047.29.18.340 W122.12.31.603 N047.29.15.358 W122.12.36.982 RVM
                          N047.29.15.358 W122.12.36.982 N047.29.13.142 W122.12.43.118 RVM
                          N047.29.13.142 W122.12.43.118 N047.29.11.777 W122.12.49.776 RVM
                          N047.29.11.777 W122.12.49.776 N047.29.11.316 W122.12.56.700 RVM
                          N047.29.11.316 W122.12.56.700 N047.29.11.777 W122.13.03.624 RVM
                          N047.29.11.777 W122.13.03.624 N047.29.13.142 W122.13.10.282 RVM
                          N047.29.13.142 W122.13.10.282 N047.29.15.358 W122.13.16.418 RVM
                          N047.29.15.358 W122.13.16.418 N047.29.18.340 W122.13.21.797 RVM
                          N047.29.18.340 W122.13.21.797 N047.29.21.974 W122.13.26.212 RVM
                          N047.29.21.974 W122.13.26.212 N047.29.26.121 W122.13.29.492 RVM
                          N047.29.26.121 W122.13.29.492 N047.29.30.620 W122.13.31.513 RVM
                          N047.29.30.620 W122.13.31.513 N047.29.35.298 W122.13.32.196 RVM
                          N047.29.35.298 W122.13.32.196 N047.29.39.978 W122.13.31.515 RVM
                          N047.29.39.978 W122.13.31.515 N047.29.44.477 W122.13.29.496 RVM
                          N047.29.44.477 W122.13.29.496 N047.29.48.624 W122.13.26.216 RVM
                          N047.29.48.624 W122.13.26.216 N047.29.52.258 W122.13.21.802 RVM
                          N047.29.52.258 W122.13.21.802 N047.29.55.241 W122.13.16.423 RVM
                          N047.29.55.241 W122.13.16.423 N047.29.57.458 W122.13.10.285 RVM
                          N047.29.57.458 W122.13.10.285 N047.29.58.823 W122.13.03.626 RVM
                          N047.29.58.823 W122.13.03.626 N047.29.59.284 W122.12.56.700 RVM
                          N047.29.59.284 W122.12.56.700 N047.30.11.276 W122.12.56.700 RVM
                          N047.29.35.298 W122.12.21.204 N047.29.35.297 W122.12.03.456 RVM
                          N047.29.11.316 W122.12.56.700 N047.28.59.324 W122.12.56.700 RVM
                          N047.29.35.298 W122.13.32.196 N047.29.35.297 W122.13.49.944 RVM
    ; W10
                          N048.01.27.028 W122.26.15.819 N048.01.26.567 W122.26.08.823 RVM
                          N048.01.26.567 W122.26.08.823 N048.01.25.202 W122.26.02.096 RVM
                          N048.01.25.202 W122.26.02.096 N048.01.22.985 W122.25.55.897 RVM
                          N048.01.22.985 W122.25.55.897 N048.01.20.002 W122.25.50.463 RVM
                          N048.01.20.002 W122.25.50.463 N048.01.16.368 W122.25.46.004 RVM
                          N048.01.16.368 W122.25.46.004 N048.01.12.221 W122.25.42.691 RVM
                          N048.01.12.221 W122.25.42.691 N048.01.07.722 W122.25.40.652 RVM
                          N048.01.07.722 W122.25.40.652 N048.01.03.043 W122.25.39.964 RVM
                          N048.01.03.043 W122.25.39.964 N048.00.58.364 W122.25.40.653 RVM
                          N048.00.58.364 W122.25.40.653 N048.00.53.865 W122.25.42.695 RVM
                          N048.00.53.865 W122.25.42.695 N048.00.49.718 W122.25.46.008 RVM
                          N048.00.49.718 W122.25.46.008 N048.00.46.084 W122.25.50.468 RVM
                          N048.00.46.084 W122.25.50.468 N048.00.43.102 W122.25.55.901 RVM
                          N048.00.43.102 W122.25.55.901 N048.00.40.886 W122.26.02.099 RVM
                          N048.00.40.886 W122.26.02.099 N048.00.39.521 W122.26.08.825 RVM
                          N048.00.39.521 W122.26.08.825 N048.00.39.060 W122.26.15.819 RVM
                          N048.00.39.060 W122.26.15.819 N048.00.39.521 W122.26.22.813 RVM
                          N048.00.39.521 W122.26.22.813 N048.00.40.886 W122.26.29.539 RVM
                          N048.00.40.886 W122.26.29.539 N048.00.43.102 W122.26.35.737 RVM
                          N048.00.43.102 W122.26.35.737 N048.00.46.084 W122.26.41.170 RVM
                          N048.00.46.084 W122.26.41.170 N048.00.49.718 W122.26.45.630 RVM
                          N048.00.49.718 W122.26.45.630 N048.00.53.865 W122.26.48.943 RVM
                          N048.00.53.865 W122.26.48.943 N048.00.58.364 W122.26.50.985 RVM
                          N048.00.58.364 W122.26.50.985 N048.01.03.043 W122.26.51.674 RVM
                          N048.01.03.043 W122.26.51.674 N048.01.07.722 W122.26.50.986 RVM
                          N048.01.07.722 W122.26.50.986 N048.01.12.221 W122.26.48.947 RVM
                          N048.01.12.221 W122.26.48.947 N048.01.16.368 W122.26.45.634 RVM
                          N048.01.16.368 W122.26.45.634 N048.01.20.002 W122.26.41.175 RVM
                          N048.01.20.002 W122.26.41.175 N048.01.22.985 W122.26.35.741 RVM
                          N048.01.22.985 W122.26.35.741 N048.01.25.202 W122.26.29.542 RVM
                          N048.01.25.202 W122.26.29.542 N048.01.26.567 W122.26.22.815 RVM
                          N048.01.26.567 W122.26.22.815 N048.01.27.028 W122.26.15.819 RVM
                          N048.01.27.028 W122.26.15.819 N048.01.39.020 W122.26.15.819 RVM
                          N048.01.03.043 W122.25.39.964 N048.01.03.041 W122.25.22.036 RVM
                          N048.00.39.060 W122.26.15.819 N048.00.27.068 W122.26.15.819 RVM
                          N048.01.03.043 W122.26.51.674 N048.01.03.041 W122.27.09.602 RVM
    ; KNRA
                          N048.11.23.984 W122.38.00.000 N048.11.23.523 W122.37.52.981 RVM
                          N048.11.23.523 W122.37.52.981 N048.11.22.158 W122.37.46.233 RVM
                          N048.11.22.158 W122.37.46.233 N048.11.19.941 W122.37.40.013 RVM
                          N048.11.19.941 W122.37.40.013 N048.11.16.958 W122.37.34.562 RVM
                          N048.11.16.958 W122.37.34.562 N048.11.13.324 W122.37.30.089 RVM
                          N048.11.13.324 W122.37.30.089 N048.11.09.177 W122.37.26.765 RVM
                          N048.11.09.177 W122.37.26.765 N048.11.04.677 W122.37.24.719 RVM
                          N048.11.04.677 W122.37.24.719 N048.11.00.000 W122.37.24.029 RVM
                          N048.11.00.000 W122.37.24.029 N048.10.55.319 W122.37.24.721 RVM
                          N048.10.55.319 W122.37.24.721 N048.10.50.820 W122.37.26.769 RVM
                          N048.10.50.820 W122.37.26.769 N048.10.46.674 W122.37.30.093 RVM
                          N048.10.46.674 W122.37.30.093 N048.10.43.040 W122.37.34.567 RVM
                          N048.10.43.040 W122.37.34.567 N048.10.40.058 W122.37.40.018 RVM
                          N048.10.40.058 W122.37.40.018 N048.10.37.842 W122.37.46.236 RVM
                          N048.10.37.842 W122.37.46.236 N048.10.36.477 W122.37.52.983 RVM
                          N048.10.36.477 W122.37.52.983 N048.10.36.016 W122.38.00.000 RVM
                          N048.10.36.016 W122.38.00.000 N048.10.36.477 W122.38.07.017 RVM
                          N048.10.36.477 W122.38.07.017 N048.10.37.842 W122.38.13.764 RVM
                          N048.10.37.842 W122.38.13.764 N048.10.40.058 W122.38.19.982 RVM
                          N048.10.40.058 W122.38.19.982 N048.10.43.040 W122.38.25.433 RVM
                          N048.10.43.040 W122.38.25.433 N048.10.46.674 W122.38.29.907 RVM
                          N048.10.46.674 W122.38.29.907 N048.10.50.820 W122.38.33.231 RVM
                          N048.10.50.820 W122.38.33.231 N048.10.55.319 W122.38.35.279 RVM
                          N048.10.55.319 W122.38.35.279 N048.11.00.000 W122.38.35.971 RVM
                          N048.11.00.000 W122.38.35.971 N048.11.04.677 W122.38.35.281 RVM
                          N048.11.04.677 W122.38.35.281 N048.11.09.177 W122.38.33.235 RVM
                          N048.11.09.177 W122.38.33.235 N048.11.13.324 W122.38.29.911 RVM
                          N048.11.13.324 W122.38.29.911 N048.11.16.958 W122.38.25.438 RVM
                          N048.11.16.958 W122.38.25.438 N048.11.19.941 W122.38.19.987 RVM
                          N048.11.19.941 W122.38.19.987 N048.11.22.158 W122.38.13.767 RVM
                          N048.11.22.158 W122.38.13.767 N048.11.23.523 W122.38.07.019 RVM
                          N048.11.23.523 W122.38.07.019 N048.11.23.984 W122.38.00.000 RVM
                          N048.11.23.984 W122.38.00.000 N048.11.35.976 W122.38.00.000 RVM
                          N048.11.00.000 W122.37.24.029 N048.11.00.000 W122.37.06.043 RVM
                          N048.10.36.016 W122.38.00.000 N048.10.24.024 W122.38.00.000 RVM
                          N048.11.00.000 W122.38.35.971 N048.11.00.000 W122.38.53.957 RVM
    ; KORS
                          N048.42.53.360 W122.54.37.667 N048.42.52.899 W122.54.30.575 RVM
                          N048.42.52.899 W122.54.30.575 N048.42.51.534 W122.54.23.756 RVM
                          N048.42.51.534 W122.54.23.756 N048.42.49.318 W122.54.17.472 RVM
                          N048.42.49.318 W122.54.17.472 N048.42.46.335 W122.54.11.964 RVM
                          N048.42.46.335 W122.54.11.964 N048.42.42.700 W122.54.07.445 RVM
                          N048.42.42.700 W122.54.07.445 N048.42.38.553 W122.54.04.087 RVM
                          N048.42.38.553 W122.54.04.087 N048.42.34.054 W122.54.02.019 RVM
                          N048.42.34.054 W122.54.02.019 N048.42.29.375 W122.54.01.322 RVM
                          N048.42.29.375 W122.54.01.322 N048.42.24.696 W122.54.02.021 RVM
                          N048.42.24.696 W122.54.02.021 N048.42.20.197 W122.54.04.090 RVM
                          N048.42.20.197 W122.54.04.090 N048.42.16.051 W122.54.07.449 RVM
                          N048.42.16.051 W122.54.07.449 N048.42.12.416 W122.54.11.969 RVM
                          N048.42.12.416 W122.54.11.969 N048.42.09.434 W122.54.17.477 RVM
                          N048.42.09.434 W122.54.17.477 N048.42.07.218 W122.54.23.760 RVM
                          N048.42.07.218 W122.54.23.760 N048.42.05.853 W122.54.30.577 RVM
                          N048.42.05.853 W122.54.30.577 N048.42.05.393 W122.54.37.667 RVM
                          N048.42.05.393 W122.54.37.667 N048.42.05.853 W122.54.44.756 RVM
                          N048.42.05.853 W122.54.44.756 N048.42.07.218 W122.54.51.573 RVM
                          N048.42.07.218 W122.54.51.573 N048.42.09.434 W122.54.57.856 RVM
                          N048.42.09.434 W122.54.57.856 N048.42.12.416 W122.55.03.364 RVM
                          N048.42.12.416 W122.55.03.364 N048.42.16.051 W122.55.07.884 RVM
                          N048.42.16.051 W122.55.07.884 N048.42.20.197 W122.55.11.243 RVM
                          N048.42.20.197 W122.55.11.243 N048.42.24.696 W122.55.13.312 RVM
                          N048.42.24.696 W122.55.13.312 N048.42.29.375 W122.55.14.011 RVM
                          N048.42.29.375 W122.55.14.011 N048.42.34.054 W122.55.13.314 RVM
                          N048.42.34.054 W122.55.13.314 N048.42.38.553 W122.55.11.247 RVM
                          N048.42.38.553 W122.55.11.247 N048.42.42.700 W122.55.07.888 RVM
                          N048.42.42.700 W122.55.07.888 N048.42.46.335 W122.55.03.369 RVM
                          N048.42.46.335 W122.55.03.369 N048.42.49.318 W122.54.57.861 RVM
                          N048.42.49.318 W122.54.57.861 N048.42.51.534 W122.54.51.577 RVM
                          N048.42.51.534 W122.54.51.577 N048.42.52.899 W122.54.44.758 RVM
                          N048.42.52.899 W122.54.44.758 N048.42.53.360 W122.54.37.667 RVM
                          N048.42.53.360 W122.54.37.667 N048.43.05.352 W122.54.37.667 RVM
                          N048.42.29.375 W122.54.01.322 N048.42.29.373 W122.53.43.149 RVM
                          N048.42.05.393 W122.54.37.667 N048.41.53.401 W122.54.37.667 RVM
                          N048.42.29.375 W122.55.14.011 N048.42.29.373 W122.55.32.184 RVM
    ; 3W5
                          N048.32.11.402 W121.45.29.696 N048.32.10.941 W121.45.22.630 RVM
                          N048.32.10.941 W121.45.22.630 N048.32.09.576 W121.45.15.835 RVM
                          N048.32.09.576 W121.45.15.835 N048.32.07.359 W121.45.09.573 RVM
                          N048.32.07.359 W121.45.09.573 N048.32.04.376 W121.45.04.085 RVM
                          N048.32.04.376 W121.45.04.085 N048.32.00.742 W121.44.59.581 RVM
                          N048.32.00.742 W121.44.59.581 N048.31.56.595 W121.44.56.234 RVM
                          N048.31.56.595 W121.44.56.234 N048.31.52.095 W121.44.54.174 RVM
                          N048.31.52.095 W121.44.54.174 N048.31.47.416 W121.44.53.479 RVM
                          N048.31.47.416 W121.44.53.479 N048.31.42.737 W121.44.54.176 RVM
                          N048.31.42.737 W121.44.54.176 N048.31.38.238 W121.44.56.238 RVM
                          N048.31.38.238 W121.44.56.238 N048.31.34.092 W121.44.59.585 RVM
                          N048.31.34.092 W121.44.59.585 N048.31.30.458 W121.45.04.089 RVM
                          N048.31.30.458 W121.45.04.089 N048.31.27.476 W121.45.09.577 RVM
                          N048.31.27.476 W121.45.09.577 N048.31.25.260 W121.45.15.838 RVM
                          N048.31.25.260 W121.45.15.838 N048.31.23.895 W121.45.22.631 RVM
                          N048.31.23.895 W121.45.22.631 N048.31.23.434 W121.45.29.696 RVM
                          N048.31.23.434 W121.45.29.696 N048.31.23.895 W121.45.36.761 RVM
                          N048.31.23.895 W121.45.36.761 N048.31.25.260 W121.45.43.554 RVM
                          N048.31.25.260 W121.45.43.554 N048.31.27.476 W121.45.49.815 RVM
                          N048.31.27.476 W121.45.49.815 N048.31.30.458 W121.45.55.303 RVM
                          N048.31.30.458 W121.45.55.303 N048.31.34.092 W121.45.59.807 RVM
                          N048.31.34.092 W121.45.59.807 N048.31.38.238 W121.46.03.154 RVM
                          N048.31.38.238 W121.46.03.154 N048.31.42.737 W121.46.05.216 RVM
                          N048.31.42.737 W121.46.05.216 N048.31.47.416 W121.46.05.913 RVM
                          N048.31.47.416 W121.46.05.913 N048.31.52.095 W121.46.05.218 RVM
                          N048.31.52.095 W121.46.05.218 N048.31.56.595 W121.46.03.158 RVM
                          N048.31.56.595 W121.46.03.158 N048.32.00.742 W121.45.59.811 RVM
                          N048.32.00.742 W121.45.59.811 N048.32.04.376 W121.45.55.307 RVM
                          N048.32.04.376 W121.45.55.307 N048.32.07.359 W121.45.49.819 RVM
                          N048.32.07.359 W121.45.49.819 N048.32.09.576 W121.45.43.557 RVM
                          N048.32.09.576 W121.45.43.557 N048.32.10.941 W121.45.36.762 RVM
                          N048.32.10.941 W121.45.36.762 N048.32.11.402 W121.45.29.696 RVM
                          N048.32.11.402 W121.45.29.696 N048.32.23.394 W121.45.29.696 RVM
                          N048.31.47.416 W121.44.53.479 N048.31.47.414 W121.44.35.371 RVM
                          N048.31.23.434 W121.45.29.696 N048.31.11.442 W121.45.29.696 RVM
                          N048.31.47.416 W121.46.05.913 N048.31.47.414 W121.46.24.021 RVM
    ; KNOW
                          N048.08.52.310 W123.24.50.668 N048.08.51.849 W123.24.43.655 RVM
                          N048.08.51.849 W123.24.43.655 N048.08.50.484 W123.24.36.912 RVM
                          N048.08.50.484 W123.24.36.912 N048.08.48.267 W123.24.30.698 RVM
                          N048.08.48.267 W123.24.30.698 N048.08.45.284 W123.24.25.251 RVM
                          N048.08.45.284 W123.24.25.251 N048.08.41.650 W123.24.20.781 RVM
                          N048.08.41.650 W123.24.20.781 N048.08.37.503 W123.24.17.461 RVM
                          N048.08.37.503 W123.24.17.461 N048.08.33.004 W123.24.15.416 RVM
                          N048.08.33.004 W123.24.15.416 N048.08.28.324 W123.24.14.726 RVM
                          N048.08.28.324 W123.24.14.726 N048.08.23.646 W123.24.15.418 RVM
                          N048.08.23.646 W123.24.15.418 N048.08.19.146 W123.24.17.464 RVM
                          N048.08.19.146 W123.24.17.464 N048.08.15.000 W123.24.20.786 RVM
                          N048.08.15.000 W123.24.20.786 N048.08.11.366 W123.24.25.256 RVM
                          N048.08.11.366 W123.24.25.256 N048.08.08.384 W123.24.30.702 RVM
                          N048.08.08.384 W123.24.30.702 N048.08.06.168 W123.24.36.915 RVM
                          N048.08.06.168 W123.24.36.915 N048.08.04.803 W123.24.43.657 RVM
                          N048.08.04.803 W123.24.43.657 N048.08.04.342 W123.24.50.668 RVM
                          N048.08.04.342 W123.24.50.668 N048.08.04.803 W123.24.57.679 RVM
                          N048.08.04.803 W123.24.57.679 N048.08.06.168 W123.25.04.421 RVM
                          N048.08.06.168 W123.25.04.421 N048.08.08.384 W123.25.10.634 RVM
                          N048.08.08.384 W123.25.10.634 N048.08.11.366 W123.25.16.080 RVM
                          N048.08.11.366 W123.25.16.080 N048.08.15.000 W123.25.20.550 RVM
                          N048.08.15.000 W123.25.20.550 N048.08.19.146 W123.25.23.872 RVM
                          N048.08.19.146 W123.25.23.872 N048.08.23.646 W123.25.25.918 RVM
                          N048.08.23.646 W123.25.25.918 N048.08.28.324 W123.25.26.610 RVM
                          N048.08.28.324 W123.25.26.610 N048.08.33.004 W123.25.25.920 RVM
                          N048.08.33.004 W123.25.25.920 N048.08.37.503 W123.25.23.875 RVM
                          N048.08.37.503 W123.25.23.875 N048.08.41.650 W123.25.20.555 RVM
                          N048.08.41.650 W123.25.20.555 N048.08.45.284 W123.25.16.085 RVM
                          N048.08.45.284 W123.25.16.085 N048.08.48.267 W123.25.10.638 RVM
                          N048.08.48.267 W123.25.10.638 N048.08.50.484 W123.25.04.424 RVM
                          N048.08.50.484 W123.25.04.424 N048.08.51.849 W123.24.57.681 RVM
                          N048.08.51.849 W123.24.57.681 N048.08.52.310 W123.24.50.668 RVM
                          N048.08.52.310 W123.24.50.668 N048.09.04.302 W123.24.50.668 RVM
                          N048.08.28.324 W123.24.14.726 N048.08.28.323 W123.23.56.755 RVM
                          N048.08.04.342 W123.24.50.668 N048.07.52.350 W123.24.50.668 RVM
                          N048.08.28.324 W123.25.26.610 N048.08.28.323 W123.25.44.581 RVM
    ; KPAE
                          N047.54.46.814 W122.16.53.630 N047.54.46.353 W122.16.46.649 RVM
                          N047.54.46.353 W122.16.46.649 N047.54.44.988 W122.16.39.937 RVM
                          N047.54.44.988 W122.16.39.937 N047.54.42.771 W122.16.33.751 RVM
                          N047.54.42.771 W122.16.33.751 N047.54.39.788 W122.16.28.329 RVM
                          N047.54.39.788 W122.16.28.329 N047.54.36.154 W122.16.23.879 RVM
                          N047.54.36.154 W122.16.23.879 N047.54.32.007 W122.16.20.574 RVM
                          N047.54.32.007 W122.16.20.574 N047.54.27.508 W122.16.18.538 RVM
                          N047.54.27.508 W122.16.18.538 N047.54.22.828 W122.16.17.852 RVM
                          N047.54.22.828 W122.16.17.852 N047.54.18.150 W122.16.18.540 RVM
                          N047.54.18.150 W122.16.18.540 N047.54.13.650 W122.16.20.577 RVM
                          N047.54.13.650 W122.16.20.577 N047.54.09.504 W122.16.23.884 RVM
                          N047.54.09.504 W122.16.23.884 N047.54.05.870 W122.16.28.333 RVM
                          N047.54.05.870 W122.16.28.333 N047.54.02.888 W122.16.33.755 RVM
                          N047.54.02.888 W122.16.33.755 N047.54.00.672 W122.16.39.940 RVM
                          N047.54.00.672 W122.16.39.940 N047.53.59.307 W122.16.46.651 RVM
                          N047.53.59.307 W122.16.46.651 N047.53.58.846 W122.16.53.630 RVM
                          N047.53.58.846 W122.16.53.630 N047.53.59.307 W122.17.00.609 RVM
                          N047.53.59.307 W122.17.00.609 N047.54.00.672 W122.17.07.320 RVM
                          N047.54.00.672 W122.17.07.320 N047.54.02.888 W122.17.13.505 RVM
                          N047.54.02.888 W122.17.13.505 N047.54.05.870 W122.17.18.927 RVM
                          N047.54.05.870 W122.17.18.927 N047.54.09.504 W122.17.23.376 RVM
                          N047.54.09.504 W122.17.23.376 N047.54.13.650 W122.17.26.683 RVM
                          N047.54.13.650 W122.17.26.683 N047.54.18.150 W122.17.28.720 RVM
                          N047.54.18.150 W122.17.28.720 N047.54.22.828 W122.17.29.408 RVM
                          N047.54.22.828 W122.17.29.408 N047.54.27.508 W122.17.28.722 RVM
                          N047.54.27.508 W122.17.28.722 N047.54.32.007 W122.17.26.686 RVM
                          N047.54.32.007 W122.17.26.686 N047.54.36.154 W122.17.23.381 RVM
                          N047.54.36.154 W122.17.23.381 N047.54.39.788 W122.17.18.931 RVM
                          N047.54.39.788 W122.17.18.931 N047.54.42.771 W122.17.13.510 RVM
                          N047.54.42.771 W122.17.13.510 N047.54.44.988 W122.17.07.323 RVM
                          N047.54.44.988 W122.17.07.323 N047.54.46.353 W122.17.00.611 RVM
                          N047.54.46.353 W122.17.00.611 N047.54.46.814 W122.16.53.630 RVM
                          N047.54.46.814 W122.16.53.630 N047.54.58.806 W122.16.53.630 RVM
                          N047.54.22.828 W122.16.17.852 N047.54.22.827 W122.15.59.963 RVM
                          N047.53.58.846 W122.16.53.630 N047.53.46.854 W122.16.53.630 RVM
                          N047.54.22.828 W122.17.29.408 N047.54.22.827 W122.17.47.297 RVM
    ; KAWO
                          N048.10.02.684 W122.09.32.500 N048.10.02.223 W122.09.25.485 RVM
                          N048.10.02.223 W122.09.25.485 N048.10.00.858 W122.09.18.739 RVM
                          N048.10.00.858 W122.09.18.739 N048.09.58.641 W122.09.12.522 RVM
                          N048.09.58.641 W122.09.12.522 N048.09.55.658 W122.09.07.073 RVM
                          N048.09.55.658 W122.09.07.073 N048.09.52.024 W122.09.02.602 RVM
                          N048.09.52.024 W122.09.02.602 N048.09.47.877 W122.08.59.280 RVM
                          N048.09.47.877 W122.08.59.280 N048.09.43.378 W122.08.57.235 RVM
                          N048.09.43.378 W122.08.57.235 N048.09.38.698 W122.08.56.545 RVM
                          N048.09.38.698 W122.08.56.545 N048.09.34.019 W122.08.57.236 RVM
                          N048.09.34.019 W122.08.57.236 N048.09.29.520 W122.08.59.283 RVM
                          N048.09.29.520 W122.08.59.283 N048.09.25.374 W122.09.02.606 RVM
                          N048.09.25.374 W122.09.02.606 N048.09.21.740 W122.09.07.078 RVM
                          N048.09.21.740 W122.09.07.078 N048.09.18.758 W122.09.12.526 RVM
                          N048.09.18.758 W122.09.12.526 N048.09.16.542 W122.09.18.742 RVM
                          N048.09.16.542 W122.09.18.742 N048.09.15.177 W122.09.25.486 RVM
                          N048.09.15.177 W122.09.25.486 N048.09.14.716 W122.09.32.500 RVM
                          N048.09.14.716 W122.09.32.500 N048.09.15.177 W122.09.39.514 RVM
                          N048.09.15.177 W122.09.39.514 N048.09.16.542 W122.09.46.258 RVM
                          N048.09.16.542 W122.09.46.258 N048.09.18.758 W122.09.52.474 RVM
                          N048.09.18.758 W122.09.52.474 N048.09.21.740 W122.09.57.922 RVM
                          N048.09.21.740 W122.09.57.922 N048.09.25.374 W122.10.02.394 RVM
                          N048.09.25.374 W122.10.02.394 N048.09.29.520 W122.10.05.717 RVM
                          N048.09.29.520 W122.10.05.717 N048.09.34.019 W122.10.07.764 RVM
                          N048.09.34.019 W122.10.07.764 N048.09.38.698 W122.10.08.455 RVM
                          N048.09.38.698 W122.10.08.455 N048.09.43.378 W122.10.07.765 RVM
                          N048.09.43.378 W122.10.07.765 N048.09.47.877 W122.10.05.720 RVM
                          N048.09.47.877 W122.10.05.720 N048.09.52.024 W122.10.02.398 RVM
                          N048.09.52.024 W122.10.02.398 N048.09.55.658 W122.09.57.927 RVM
                          N048.09.55.658 W122.09.57.927 N048.09.58.641 W122.09.52.478 RVM
                          N048.09.58.641 W122.09.52.478 N048.10.00.858 W122.09.46.261 RVM
                          N048.10.00.858 W122.09.46.261 N048.10.02.223 W122.09.39.515 RVM
                          N048.10.02.223 W122.09.39.515 N048.10.02.684 W122.09.32.500 RVM
                          N048.10.02.684 W122.09.32.500 N048.10.14.676 W122.09.32.500 RVM
                          N048.09.38.698 W122.08.56.545 N048.09.38.696 W122.08.38.567 RVM
                          N048.09.14.716 W122.09.32.500 N048.09.02.724 W122.09.32.500 RVM
                          N048.09.38.698 W122.10.08.455 N048.09.38.696 W122.10.26.433 RVM
                          N048.21.42.137 W122.39.45.026 N048.20.30.792 W122.38.54.302 RVM
                          N048.20.30.792 W122.38.54.302 N048.21.42.137 W122.39.45.026 RVM
                          N048.21.04.703 W122.40.22.367 N048.21.08.875 W122.38.24.098 RVM
                          N048.21.08.875 W122.38.24.098 N048.21.04.703 W122.40.22.367 RVM
                          N048.07.15.729 W123.30.41.456 N048.06.59.960 W123.29.10.926 RVM
                          N048.06.59.960 W123.29.10.926 N048.07.15.729 W123.30.41.456 RVM
                          N048.07.35.641 W123.30.17.135 N048.07.08.614 W123.29.51.478 RVM
                          N048.07.08.614 W123.29.51.478 N048.07.35.641 W123.30.17.135 RVM
                          N048.31.02.316 W123.01.26.432 N048.31.35.839 W123.01.29.033 RVM
                          N048.31.35.839 W123.01.29.033 N048.31.02.316 W123.01.26.432 RVM
                          N048.28.40.228 W122.25.51.318 N048.28.08.127 W122.24.45.937 RVM
                          N048.28.08.127 W122.24.45.937 N048.28.40.228 W122.25.51.318 RVM
                          N048.27.50.618 W122.25.27.207 N048.28.06.982 W122.24.50.106 RVM
